"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 21, 2019","827.89","821.36","829.66","820.48","51.46M","0.80%"
"Oct 18, 2019","821.35","821.90","823.99","818.77","68.45M","-0.07%"
"Oct 17, 2019","821.91","815.23","824.01","809.61","63.40M","0.81%"
"Oct 16, 2019","815.28","807.31","816.04","802.32","45.18M","0.93%"
"Oct 15, 2019","807.77","800.84","808.70","800.82","27.76M","0.85%"
"Oct 14, 2019","800.99","812.76","812.79","799.44","46.63M","-1.45%"
"Oct 11, 2019","812.78","805.81","814.32","805.81","58.66M","0.87%"
"Oct 10, 2019","805.78","797.57","806.19","794.13","55.17M","1.03%"
"Oct 09, 2019","797.57","798.98","801.86","793.68","49.44M","-0.18%"
"Oct 08, 2019","799.01","810.38","812.56","797.25","35.53M","-1.40%"
"Oct 07, 2019","810.33","796.90","810.33","796.28","41.05M","1.75%"
"Oct 04, 2019","796.37","784.82","797.02","784.82","49.10M","1.48%"
"Oct 03, 2019","784.75","794.88","794.88","783.17","52.28M","-1.28%"
"Oct 02, 2019","794.90","814.09","814.09","794.29","50.21M","-2.36%"
"Oct 01, 2019","814.12","814.05","819.08","812.93","39.42M","0.01%"
"Sep 30, 2019","814.01","813.95","816.15","810.93","39.50M","0.01%"
"Sep 27, 2019","813.95","810.09","817.70","810.05","37.50M","0.48%"
"Sep 26, 2019","810.03","809.43","816.10","808.71","39.04M","0.12%"
"Sep 25, 2019","809.09","818.62","818.62","806.46","51.08M","-1.21%"
"Sep 24, 2019","818.96","826.86","828.99","818.12","55.30M","-0.96%"
"Sep 23, 2019","826.86","832.53","833.57","823.68","53.01M","-0.68%"
"Sep 20, 2019","832.56","827.05","834.06","826.90","56.28M","0.72%"
"Sep 19, 2019","826.62","827.12","829.79","822.87","62.75M","-0.06%"
"Sep 18, 2019","827.12","820.13","827.62","816.16","82.07M","0.93%"
"Sep 17, 2019","819.51","828.38","830.87","817.23","72.88M","-1.06%"
"Sep 16, 2019","828.33","816.66","829.10","816.66","72.20M","1.43%"
"Sep 13, 2019","816.63","811.71","817.34","811.70","45.20M","0.61%"
"Sep 12, 2019","811.71","815.01","815.89","804.10","51.11M","-0.40%"
"Sep 11, 2019","815.01","802.31","815.01","802.28","59.63M","1.63%"
"Sep 10, 2019","801.97","795.68","801.97","794.12","51.41M","0.79%"
"Sep 09, 2019","795.68","797.70","802.55","795.05","40.83M","-0.19%"
"Sep 06, 2019","797.17","806.50","806.67","794.92","58.74M","-1.16%"
"Sep 05, 2019","806.51","787.45","807.77","787.44","71.81M","2.45%"
"Sep 04, 2019","787.21","780.02","790.00","780.02","53.59M","0.93%"
"Sep 03, 2019","779.92","788.40","789.07","779.37","61.10M","-1.04%"
"Sep 02, 2019","788.08","788.79","790.91","787.51","56.26M","-0.11%"
"Aug 30, 2019","788.95","782.64","790.67","782.64","53.47M","0.80%"
"Aug 29, 2019","782.67","770.05","784.08","770.05","55.04M","1.64%"
"Aug 28, 2019","770.05","771.85","774.24","767.41","50.54M","-0.23%"
"Aug 27, 2019","771.85","764.94","771.85","764.27","48.26M","0.89%"
"Aug 26, 2019","765.02","769.80","769.88","759.69","45.46M","-0.68%"
"Aug 23, 2019","770.25","774.90","779.72","763.34","47.96M","-0.59%"
"Aug 22, 2019","774.86","774.49","777.74","769.99","48.30M","0.04%"
"Aug 21, 2019","774.52","770.48","778.60","766.08","45.14M","0.52%"
"Aug 20, 2019","770.48","771.76","776.21","768.46","48.78M","-0.18%"
"Aug 19, 2019","771.84","761.95","772.18","761.95","51.25M","1.31%"
"Aug 16, 2019","761.87","754.40","762.28","754.25","71.32M","1.02%"
"Aug 15, 2019","754.19","757.75","762.88","743.22","74.24M","-0.43%"
"Aug 14, 2019","757.43","775.85","776.45","755.68","63.84M","-2.37%"
"Aug 13, 2019","775.83","767.36","776.22","762.53","51.90M","1.06%"
"Aug 12, 2019","767.71","770.65","775.56","766.33","35.94M","-0.38%"
"Aug 09, 2019","770.63","775.66","779.24","770.42","35.16M","-0.65%"
"Aug 08, 2019","775.68","764.13","776.80","764.13","50.73M","1.58%"
"Aug 07, 2019","763.64","771.21","775.22","760.52","42.51M","-0.97%"
"Aug 06, 2019","771.09","767.33","776.65","766.16","44.08M","0.39%"
"Aug 05, 2019","768.11","785.70","785.70","765.78","52.56M","-2.24%"
"Aug 02, 2019","785.75","795.15","795.15","781.49","51.59M","-1.22%"
"Aug 01, 2019","795.47","791.79","797.14","787.06","45.14M","0.45%"
"Jul 31, 2019","791.90","787.02","793.66","787.02","47.79M","0.86%"
"Jul 30, 2019","785.12","797.28","798.45","784.86","49.21M","-1.53%"
"Jul 29, 2019","797.28","800.34","801.68","796.46","43.52M","-0.38%"
"Jul 26, 2019","800.34","796.68","803.37","795.22","31.67M","0.46%"
"Jul 25, 2019","796.68","805.13","809.49","795.08","50.62M","-1.08%"
"Jul 24, 2019","805.38","808.96","811.91","803.06","41.27M","-0.44%"
"Jul 23, 2019","808.96","799.34","809.66","798.90","50.95M","1.22%"
"Jul 22, 2019","799.19","798.01","802.39","797.82","46.07M","0.15%"
"Jul 19, 2019","797.98","795.68","798.35","793.79","40.38M","0.29%"
"Jul 18, 2019","795.67","800.14","800.20","793.13","45.64M","-0.58%"
"Jul 17, 2019","800.34","806.82","806.82","799.70","35.57M","-0.80%"
"Jul 16, 2019","806.77","814.18","814.41","804.04","41.07M","-0.91%"
"Jul 15, 2019","814.19","815.15","818.14","811.30","35.28M","-0.11%"
"Jul 12, 2019","815.05","815.94","818.94","811.46","48.08M","-0.15%"
"Jul 11, 2019","816.30","814.84","816.97","811.50","57.00M","0.19%"
"Jul 10, 2019","814.76","815.44","817.04","813.98","52.80M","-0.11%"
"Jul 09, 2019","815.66","823.12","823.17","813.97","64.19M","-1.00%"
"Jul 08, 2019","823.87","818.18","825.62","818.18","59.04M","0.70%"
"Jul 05, 2019","818.14","820.70","821.76","816.59","48.15M","-0.29%"
"Jul 04, 2019","820.53","812.19","821.15","812.15","65.24M","1.03%"
"Jul 03, 2019","812.19","810.14","812.49","804.94","65.81M","0.26%"
"Jul 02, 2019","810.10","811.22","812.87","808.51","84.00M","-0.14%"
"Jul 01, 2019","811.20","798.08","812.49","798.08","90.45M","1.63%"
"Jun 28, 2019","798.18","798.93","801.02","796.96","106.22M","-0.08%"
"Jun 27, 2019","798.78","796.85","802.52","796.26","52.47M","0.25%"
"Jun 26, 2019","796.82","797.22","802.82","796.75","45.92M","-0.04%"
"Jun 25, 2019","797.16","804.64","804.65","796.19","39.61M","-0.93%"
"Jun 24, 2019","804.65","806.36","813.48","804.03","52.20M","-0.20%"
"Jun 21, 2019","806.28","803.91","809.95","802.53","69.94M","0.28%"
"Jun 20, 2019","804.06","799.39","807.38","799.13","62.74M","0.59%"
"Jun 19, 2019","799.32","801.94","804.72","796.52","87.16M","-0.34%"
"Jun 18, 2019","802.03","792.38","803.68","790.31","63.41M","1.21%"
"Jun 17, 2019","792.41","798.17","799.87","792.22","77.96M","-0.73%"
"Jun 14, 2019","798.20","794.50","799.83","790.36","91.96M","0.47%"
"Jun 13, 2019","794.50","794.47","796.91","790.48","219.47M","0.00%"
"Jun 12, 2019","794.47","808.45","808.45","793.48","103.17M","-1.74%"
"Jun 11, 2019","808.55","803.00","810.21","802.10","157.24M","0.68%"
"Jun 07, 2019","803.05","796.53","804.74","796.53","84.81M","0.90%"
"Jun 06, 2019","795.90","793.62","801.50","792.63","86.16M","0.30%"
"Jun 05, 2019","793.53","792.98","799.31","792.25","82.22M","0.05%"
"Jun 04, 2019","793.17","796.36","796.36","788.33","130.82M","-0.40%"
"Jun 03, 2019","796.36","784.30","796.36","775.17","65.42M","1.54%"
"May 31, 2019","784.31","785.19","785.39","771.94","101.14M","-0.12%"
"May 29, 2019","785.29","804.50","804.50","782.99","81.31M","-2.39%"
"May 28, 2019","804.50","808.11","812.15","800.21","120.51M","-0.45%"
"May 27, 2019","808.11","807.15","809.55","803.90","46.82M","0.11%"
"May 24, 2019","807.20","800.76","809.25","800.76","50.01M","0.85%"
"May 23, 2019","800.43","818.61","818.61","800.43","63.92M","-2.29%"
"May 22, 2019","819.21","820.87","821.47","815.85","51.58M","-0.21%"
"May 21, 2019","820.93","817.86","822.72","817.82","50.72M","0.38%"
"May 20, 2019","817.86","815.61","823.38","811.81","59.56M","0.40%"
"May 16, 2019","814.62","797.70","814.62","797.66","72.32M","2.13%"
"May 15, 2019","797.65","796.92","801.34","791.27","53.99M","0.14%"
"May 14, 2019","796.55","793.47","797.53","790.22","60.92M","0.39%"
"May 13, 2019","793.49","801.30","803.79","792.86","84.53M","-0.97%"
"May 10, 2019","801.30","789.55","802.31","789.53","73.08M","1.49%"
"May 09, 2019","789.53","801.52","801.53","789.50","83.27M","-1.60%"
"May 08, 2019","802.37","801.05","806.95","797.73","102.84M","0.16%"
"May 07, 2019","801.05","804.81","812.10","797.46","53.42M","-0.47%"
"May 06, 2019","804.80","811.01","811.01","797.81","50.97M","-0.78%"
"May 03, 2019","811.13","808.67","815.37","805.16","58.91M","0.30%"
"May 02, 2019","808.69","812.05","812.05","804.69","79.98M","-0.42%"
"Apr 30, 2019","812.14","814.53","815.10","810.31","77.95M","-0.31%"
"Apr 29, 2019","814.68","814.27","816.98","811.89","59.10M","0.05%"
"Apr 26, 2019","814.26","814.76","816.80","811.39","67.16M","-0.05%"
"Apr 25, 2019","814.68","821.27","821.63","814.28","46.10M","-0.79%"
"Apr 24, 2019","821.14","822.67","823.78","819.87","40.37M","-0.18%"
"Apr 23, 2019","822.62","818.58","825.92","818.15","57.41M","0.51%"
"Apr 17, 2019","818.41","816.52","820.35","811.77","32.29M","0.22%"
"Apr 16, 2019","816.59","817.33","821.43","815.07","40.35M","-0.08%"
"Apr 15, 2019","817.26","812.44","817.26","812.44","43.09M","0.59%"
"Apr 12, 2019","812.44","811.89","817.11","809.37","46.30M","0.07%"
"Apr 11, 2019","811.87","812.64","815.49","810.77","36.09M","-0.06%"
"Apr 10, 2019","812.39","809.04","813.96","808.01","34.95M","0.42%"
"Apr 09, 2019","809.01","818.29","818.33","807.29","43.37M","-1.13%"
"Apr 08, 2019","818.27","812.13","818.27","810.25","42.95M","0.76%"
"Apr 05, 2019","812.13","807.92","813.10","806.82","40.74M","0.52%"
"Apr 04, 2019","807.94","813.17","813.37","806.05","36.22M","-0.64%"
"Apr 03, 2019","813.16","808.25","813.16","808.25","47.90M","0.56%"
"Apr 02, 2019","808.63","803.14","809.48","803.07","47.45M","0.69%"
"Apr 01, 2019","803.06","793.47","803.44","793.46","43.74M","1.23%"
"Mar 29, 2019","793.33","798.38","804.20","793.33","44.75M","-0.63%"
"Mar 28, 2019","798.35","798.94","804.46","798.35","38.90M","-0.07%"
"Mar 27, 2019","798.94","799.69","804.47","795.11","40.70M","-0.11%"
"Mar 26, 2019","799.82","798.73","803.53","798.22","37.66M","0.15%"
"Mar 25, 2019","798.63","806.06","806.06","797.29","45.10M","-0.93%"
"Mar 22, 2019","806.13","820.58","821.36","806.07","47.03M","-1.76%"
"Mar 21, 2019","820.55","817.75","821.18","815.68","52.61M","0.34%"
"Mar 20, 2019","817.75","820.75","821.42","815.50","41.19M","-0.48%"
"Mar 19, 2019","821.67","818.24","825.50","817.95","42.20M","0.42%"
"Mar 18, 2019","818.21","813.24","818.44","812.00","37.49M","0.61%"
"Mar 15, 2019","813.25","815.13","815.13","810.21","56.67M","-0.23%"
"Mar 14, 2019","815.15","806.77","817.79","806.77","47.94M","1.04%"
"Mar 13, 2019","806.75","799.07","806.75","797.29","46.46M","0.99%"
"Mar 12, 2019","798.81","796.69","801.10","796.68","42.18M","0.27%"
"Mar 11, 2019","796.63","797.42","801.30","792.30","39.19M","-0.10%"
"Mar 08, 2019","797.39","800.51","800.77","794.03","37.80M","-0.59%"
"Mar 07, 2019","802.09","807.25","809.82","801.20","35.71M","-0.62%"
"Mar 06, 2019","807.07","803.54","809.15","802.75","35.86M","0.46%"
"Mar 05, 2019","803.40","802.76","804.92","799.81","34.99M","0.06%"
"Mar 04, 2019","802.91","799.88","805.35","797.95","41.15M","0.38%"
"Mar 01, 2019","799.84","798.94","804.53","798.93","43.40M","0.12%"
"Feb 28, 2019","798.85","803.79","804.75","798.75","42.79M","-0.62%"
"Feb 27, 2019","803.80","806.92","809.42","803.78","41.94M","-0.38%"
"Feb 26, 2019","806.88","807.47","808.88","801.60","40.21M","-0.07%"
"Feb 25, 2019","807.48","805.03","814.71","805.03","47.52M","0.30%"
"Feb 22, 2019","805.03","800.77","808.69","799.99","42.11M","0.53%"
"Feb 21, 2019","800.78","797.28","805.61","797.16","45.31M","0.44%"
"Feb 20, 2019","797.29","798.62","799.21","792.90","51.71M","-0.27%"
"Feb 19, 2019","799.45","800.94","802.28","796.88","49.60M","-0.19%"
"Feb 18, 2019","800.96","800.44","804.61","797.16","33.78M","0.07%"
"Feb 15, 2019","800.39","788.75","801.13","787.19","39.87M","1.46%"
"Feb 14, 2019","788.86","795.12","798.36","786.53","41.16M","-0.79%"
"Feb 13, 2019","795.17","784.04","795.17","783.53","40.74M","1.42%"
"Feb 12, 2019","784.03","774.53","784.60","774.53","42.33M","1.27%"
"Feb 11, 2019","774.23","769.50","779.81","769.50","41.19M","0.61%"
"Feb 08, 2019","769.50","784.61","784.96","769.50","55.60M","-1.93%"
"Feb 07, 2019","784.65","786.44","789.56","781.85","81.29M","-0.23%"
"Feb 06, 2019","786.44","791.52","791.59","784.00","41.48M","-0.70%"
