"Date","Price","Open","High","Low","Vol.","Change %"
"Mar 26, 2018","25,134.71","25,245.21","25,420.36","25,047.95","19.59M","-0.27%"
"Mar 23, 2018","25,203.76","25,275.95","25,316.46","24,927.82","22.09M","-0.71%"
"Mar 22, 2018","25,383.10","25,690.79","25,697.53","25,216.45","21.95M","-1.56%"
"Mar 21, 2018","25,786.18","25,846.98","25,856.42","25,695.90","16.66M","-0.17%"
"Mar 20, 2018","25,831.19","25,646.57","25,857.67","25,561.29","17.41M","0.99%"
"Mar 19, 2018","25,577.93","25,640.89","25,709.50","25,517.68","21.34M","-0.19%"
"Mar 16, 2018","25,626.99","25,846.11","25,897.47","25,620.76","118.69M","-0.76%"
"Mar 15, 2018","25,823.49","25,776.24","25,889.94","25,613.08","40.00M","0.55%"
"Mar 14, 2018","25,682.60","25,856.81","25,931.02","25,638.24","38.03M","-0.71%"
"Mar 13, 2018","25,866.88","26,149.00","26,197.02","25,794.45","44.47M","-0.98%"
"Mar 12, 2018","26,123.75","26,246.21","26,363.85","26,076.51","47.43M","-0.00%"
"Mar 09, 2018","26,124.89","26,009.29","26,168.68","25,967.99","29.04M","0.29%"
"Mar 08, 2018","26,049.05","25,804.06","26,078.83","25,751.82","33.61M","0.83%"
"Mar 07, 2018","25,834.99","25,687.62","25,888.01","25,564.67","36.44M","0.39%"
"Mar 06, 2018","25,735.11","25,715.30","25,932.56","25,715.30","34.10M","0.58%"
"Mar 05, 2018","25,586.29","25,126.21","25,643.59","25,077.09","36.07M","1.43%"
"Mar 02, 2018","25,224.57","25,640.56","25,640.56","25,154.22","91.88M","-2.20%"
"Mar 01, 2018","25,791.61","26,237.28","26,238.13","25,725.75","50.71M","-1.84%"
"Feb 28, 2018","26,275.04","26,274.57","26,361.40","26,216.06","46.67M","-0.22%"
"Feb 27, 2018","26,333.94","26,417.96","26,433.00","26,272.17","35.35M","-0.24%"
"Feb 26, 2018","26,396.02","26,410.67","26,535.81","26,358.23","39.83M","0.23%"
"Feb 23, 2018","26,335.04","26,346.68","26,376.02","26,284.96","32.60M","0.10%"
"Feb 22, 2018","26,308.23","26,172.88","26,337.02","26,044.83","28.61M","0.14%"
"Feb 21, 2018","26,272.29","26,270.48","26,283.48","26,105.50","41.19M","-0.10%"
"Feb 20, 2018","26,299.37","26,061.26","26,309.00","26,058.23","33.29M","0.94%"
"Feb 19, 2018","26,053.60","26,272.20","26,319.11","25,987.17","14.96M","-0.52%"
"Feb 16, 2018","26,189.51","25,938.05","26,221.71","25,938.05","21.88M","1.33%"
"Feb 15, 2018","25,844.90","25,517.84","25,958.26","25,515.37","43.50M","1.65%"
"Feb 14, 2018","25,424.48","25,201.69","25,483.91","25,021.18","36.93M","1.38%"
"Feb 13, 2018","25,079.26","25,237.88","25,287.34","25,074.14","33.89M","-0.52%"
"Feb 12, 2018","25,211.38","25,160.77","25,377.07","25,159.35","31.69M","0.72%"
"Feb 09, 2018","25,030.74","25,202.11","25,250.44","24,808.14","35.82M","-0.81%"
"Feb 08, 2018","25,234.46","25,833.85","25,885.09","25,167.07","39.71M","-2.51%"
"Feb 07, 2018","25,884.29","25,446.67","25,944.94","25,337.18","44.99M","2.56%"
"Feb 06, 2018","25,238.79","25,103.70","25,529.63","24,953.46","49.98M","-1.85%"
"Feb 05, 2018","25,714.49","25,909.17","25,910.34","25,594.64","41.03M","-1.25%"
"Feb 02, 2018","26,039.60","26,546.53","26,546.53","26,030.59","32.36M","-2.05%"
"Feb 01, 2018","26,583.28","26,864.07","26,990.20","26,502.38","37.06M","-0.90%"
"Jan 31, 2018","26,824.67","26,722.87","26,904.72","26,721.66","37.14M","0.44%"
"Jan 30, 2018","26,706.18","26,855.63","26,942.32","26,696.58","55.95M","-0.96%"
"Jan 29, 2018","26,964.88","27,067.99","27,105.33","26,964.38","34.47M","-0.23%"
"Jan 26, 2018","27,025.94","26,889.62","27,037.09","26,769.64","43.68M","0.60%"
"Jan 25, 2018","26,865.32","27,133.31","27,159.73","26,786.33","42.38M","-1.05%"
"Jan 24, 2018","27,151.71","27,399.45","27,439.39","27,151.71","41.71M","-0.89%"
"Jan 23, 2018","27,396.25","27,469.26","27,525.23","27,323.93","45.67M","-0.06%"
"Jan 22, 2018","27,413.15","27,480.65","27,521.89","27,372.02","65.39M","-0.15%"
"Jan 19, 2018","27,455.24","27,255.66","27,456.25","27,245.96","77.60M","0.91%"
"Jan 18, 2018","27,208.79","27,117.83","27,214.87","27,096.18","84.36M","0.59%"
"Jan 17, 2018","27,048.20","26,994.62","27,093.88","26,923.57","67.80M","0.12%"
"Jan 16, 2018","27,016.19","26,864.36","27,038.29","26,845.54","37.08M","0.80%"
"Jan 15, 2018","26,802.75","26,945.00","26,958.66","26,775.79","39.70M","-0.48%"
"Jan 12, 2018","26,932.43","26,905.78","26,962.61","26,834.06","48.02M","0.28%"
"Jan 11, 2018","26,856.18","26,982.83","27,014.81","26,790.23","69.20M","-0.36%"
"Jan 10, 2018","26,952.18","27,105.21","27,105.21","26,837.05","42.15M","-0.64%"
"Jan 09, 2018","27,125.61","27,054.83","27,150.52","27,037.60","54.91M","0.41%"
"Jan 08, 2018","27,014.63","27,090.72","27,119.59","26,980.35","58.27M","-0.01%"
"Jan 05, 2018","27,018.38","26,799.30","27,018.38","26,784.16","68.62M","1.01%"
"Jan 04, 2018","26,748.83","26,513.07","26,800.43","26,513.07","108.96M","1.35%"
"Jan 03, 2018","26,392.90","26,181.83","26,482.35","26,180.31","89.50M","1.04%"
"Jan 02, 2018","26,120.21","26,215.00","26,256.59","25,936.15","42.69M","-0.31%"
"Dec 29, 2017","26,200.77","26,250.09","26,259.47","26,151.76","20.71M","-0.04%"
"Dec 28, 2017","26,212.20","26,267.67","26,283.27","26,174.03","41.95M","-0.33%"
"Dec 27, 2017","26,298.31","26,150.96","26,304.94","26,078.42","35.11M","0.59%"
"Dec 22, 2017","26,144.24","26,173.38","26,190.87","26,118.01","46.74M","-0.19%"
"Dec 21, 2017","26,193.74","26,146.66","26,200.50","26,051.14","83.15M","0.11%"
"Dec 20, 2017","26,164.58","26,389.19","26,412.66","26,145.16","129.42M","-0.77%"
"Dec 19, 2017","26,366.75","26,469.48","26,527.84","26,344.00","110.46M","-0.29%"
"Dec 18, 2017","26,444.27","26,130.62","26,460.31","26,129.77","56.88M","1.54%"
"Dec 15, 2017","26,043.16","26,018.27","26,081.53","25,939.69","73.56M","-0.11%"
"Dec 14, 2017","26,071.02","26,164.16","26,173.15","26,023.85","68.68M","-0.43%"
"Dec 13, 2017","26,182.94","26,271.04","26,300.80","26,149.39","96.24M","-0.38%"
"Dec 12, 2017","26,283.47","26,148.94","26,283.95","26,119.59","107.80M","0.65%"
"Dec 11, 2017","26,114.40","26,211.84","26,285.13","26,075.81","104.31M","-0.24%"
"Dec 08, 2017","26,178.45","26,194.81","26,320.75","26,150.00","160.25M","0.17%"
"Dec 07, 2017","26,132.91","26,395.95","26,411.14","26,091.39","172.10M","-0.93%"
"Dec 06, 2017","26,378.28","26,864.02","26,864.02","26,152.58","220.11M","-2.23%"
"Dec 05, 2017","26,979.07","26,958.60","27,050.89","26,779.97","42.06M","0.16%"
"Dec 04, 2017","26,935.54","26,840.07","27,062.60","26,839.79","38.65M","0.87%"
"Dec 01, 2017","26,703.94","27,059.34","27,078.10","26,645.73","24.53M","-1.19%"
"Nov 30, 2017","27,026.85","26,933.86","27,075.64","26,865.55","51.74M","0.41%"
"Nov 29, 2017","26,917.36","26,881.38","27,154.89","26,875.59","25.45M","0.48%"
"Nov 28, 2017","26,789.13","26,649.35","26,803.79","26,561.34","18.81M","0.59%"
"Nov 27, 2017","26,632.99","26,665.05","26,821.55","26,629.39","17.29M","-0.26%"
"Nov 24, 2017","26,703.43","26,678.34","26,827.89","26,608.51","14.50M","0.07%"
"Nov 23, 2017","26,683.93","26,559.39","26,708.71","26,406.24","15.74M","0.26%"
"Nov 22, 2017","26,615.16","26,849.64","26,850.82","26,610.80","22.51M","-0.77%"
"Nov 21, 2017","26,822.45","26,599.91","26,871.74","26,507.59","21.95M","0.96%"
"Nov 20, 2017","26,567.65","26,370.83","26,582.72","26,321.87","19.11M","0.48%"
"Nov 17, 2017","26,440.92","26,474.95","26,528.29","26,404.17","24.53M","-0.08%"
"Nov 16, 2017","26,463.29","26,232.44","26,471.76","26,221.60","26.06M","1.15%"
"Nov 15, 2017","26,161.19","26,312.76","26,326.79","25,997.02","39.27M","-0.75%"
"Nov 14, 2017","26,358.85","26,302.03","26,507.92","26,302.03","26.69M","0.29%"
"Nov 13, 2017","26,281.96","26,506.59","26,514.79","26,131.98","30.31M","-0.80%"
"Nov 10, 2017","26,494.78","26,604.49","26,641.91","26,430.88","54.26M","-0.36%"
"Nov 09, 2017","26,590.53","26,934.06","27,003.64","26,540.44","29.68M","-1.27%"
"Nov 08, 2017","26,933.22","26,956.72","27,151.83","26,838.68","34.97M","0.02%"
"Nov 07, 2017","26,929.07","26,956.03","27,014.84","26,903.18","28.63M","-0.01%"
"Nov 06, 2017","26,931.15","26,959.51","26,995.29","26,880.69","17.22M","-0.11%"
"Nov 03, 2017","26,961.97","26,838.05","27,033.11","26,838.05","23.72M","0.49%"
"Nov 02, 2017","26,830.89","26,849.16","26,909.33","26,789.51","26.87M","-0.11%"
"Nov 01, 2017","26,860.48","26,730.77","26,982.54","26,728.97","28.19M","0.78%"
"Oct 30, 2017","26,651.52","26,699.91","26,748.32","26,635.18","18.75M","-0.22%"
"Oct 27, 2017","26,710.00","26,591.62","26,772.54","26,584.54","20.07M","0.74%"
"Oct 26, 2017","26,512.97","26,021.72","26,515.61","26,021.72","21.72M","1.93%"
"Oct 25, 2017","26,009.99","26,099.26","26,173.73","25,971.06","22.52M","-0.49%"
"Oct 24, 2017","26,137.45","26,042.11","26,187.32","26,040.27","17.00M","0.34%"
"Oct 23, 2017","26,049.81","26,081.11","26,149.32","26,001.92","14.04M","-0.01%"
"Oct 20, 2017","26,053.33","26,059.48","26,149.16","26,022.61","18.26M","0.13%"
"Oct 19, 2017","26,020.39","26,295.04","26,299.05","25,942.86","20.18M","-1.10%"
"Oct 18, 2017","26,310.70","26,215.51","26,344.81","26,138.24","17.04M","0.35%"
"Oct 17, 2017","26,217.83","26,147.31","26,282.40","26,139.17","16.13M","0.29%"
"Oct 16, 2017","26,142.97","26,089.27","26,172.47","26,068.16","17.10M","0.24%"
"Oct 13, 2017","26,081.63","26,064.92","26,120.90","25,975.23","21.86M","0.09%"
"Oct 12, 2017","26,059.46","25,957.45","26,094.89","25,934.81","21.98M","0.48%"
"Oct 11, 2017","25,934.94","25,806.01","25,939.00","25,801.11","22.31M","0.45%"
"Oct 10, 2017","25,819.17","25,822.19","25,853.28","25,752.17","20.40M","-0.01%"
"Oct 09, 2017","25,822.12","25,986.45","25,992.75","25,802.76","23.27M","-0.61%"
"Oct 06, 2017","25,981.36","26,106.53","26,127.34","25,972.08","17.55M","-0.48%"
"Oct 05, 2017","26,105.66","26,164.84","26,164.84","26,042.52","22.84M","-0.23%"
"Oct 04, 2017","26,164.89","26,117.55","26,202.98","26,063.36","27.26M","0.31%"
"Oct 02, 2017","26,084.79","26,030.43","26,096.58","26,005.73","18.93M","0.35%"
"Sep 29, 2017","25,994.31","25,839.89","25,994.31","25,839.85","23.28M","0.68%"
"Sep 28, 2017","25,817.64","25,726.61","25,817.64","25,681.52","18.83M","0.40%"
"Sep 27, 2017","25,716.04","25,693.99","25,764.71","25,648.50","21.26M","0.13%"
"Sep 26, 2017","25,681.38","25,615.06","25,681.46","25,567.61","21.63M","0.19%"
"Sep 25, 2017","25,633.62","25,599.76","25,704.60","25,591.69","14.06M","0.06%"
"Sep 22, 2017","25,619.06","25,561.18","25,642.57","25,495.87","19.66M","0.14%"
"Sep 21, 2017","25,582.59","25,495.62","25,597.00","25,469.79","23.13M","0.48%"
"Sep 20, 2017","25,461.24","25,408.22","25,483.90","25,381.64","22.20M","0.19%"
"Sep 19, 2017","25,412.39","25,412.47","25,458.58","25,393.24","22.09M","0.05%"
"Sep 18, 2017","25,400.80","25,354.98","25,441.28","25,354.98","16.52M","0.54%"
"Sep 15, 2017","25,264.17","25,269.03","25,324.11","25,219.03","27.31M","-0.07%"
"Sep 14, 2017","25,283.03","25,204.20","25,294.99","25,178.25","19.32M","0.16%"
"Sep 13, 2017","25,243.51","25,281.23","25,354.16","25,216.67","23.54M","-0.26%"
"Sep 12, 2017","25,310.57","25,277.62","25,375.84","25,274.34","20.88M","0.32%"
"Sep 11, 2017","25,230.26","24,957.98","25,262.45","24,957.98","17.58M","1.31%"
"Sep 08, 2017","24,904.48","24,766.00","24,904.48","24,703.61","15.90M","0.38%"
"Sep 07, 2017","24,811.03","24,747.71","24,849.24","24,745.38","19.61M","0.47%"
"Sep 06, 2017","24,694.62","24,623.70","24,734.48","24,562.02","16.53M","-0.02%"
"Sep 05, 2017","24,699.97","24,726.21","24,828.62","24,675.44","19.55M","-0.05%"
"Sep 04, 2017","24,711.97","24,712.06","24,756.55","24,638.56","13.86M","-0.46%"
"Sep 01, 2017","24,826.98","24,728.38","24,897.64","24,716.46","21.21M","0.62%"
"Aug 31, 2017","24,674.11","24,615.91","24,750.58","24,579.85","26.47M","0.58%"
"Aug 30, 2017","24,532.37","24,417.34","24,532.37","24,394.77","17.85M","0.86%"
"Aug 29, 2017","24,324.27","24,539.99","24,539.99","24,220.53","21.72M","-1.29%"
"Aug 28, 2017","24,642.50","24,711.03","24,723.91","24,584.98","11.17M","-0.49%"
"Aug 25, 2017","24,762.63","24,773.95","24,889.27","24,717.28","31.76M","0.08%"
"Aug 24, 2017","24,741.75","24,960.57","24,993.67","24,680.16","82.76M","-0.71%"
"Aug 23, 2017","24,918.87","24,927.28","25,011.54","24,855.36","18.67M","-0.11%"
"Aug 22, 2017","24,945.54","24,776.40","24,945.54","24,776.40","16.05M","0.99%"
"Aug 21, 2017","24,701.49","24,789.26","24,808.94","24,623.13","14.40M","-0.51%"
"Aug 18, 2017","24,827.65","24,790.67","24,849.47","24,672.12","23.58M","-0.29%"
"Aug 17, 2017","24,899.78","24,941.53","25,045.69","24,871.97","17.01M","-0.26%"
"Aug 16, 2017","24,965.19","24,858.62","25,029.12","24,858.62","18.90M","0.70%"
"Aug 15, 2017","24,791.67","24,845.69","24,910.78","24,747.12","19.30M","-0.00%"
"Aug 14, 2017","24,792.83","24,571.44","24,844.05","24,571.44","16.84M","1.23%"
"Aug 11, 2017","24,491.33","24,506.75","24,506.75","24,289.07","22.07M","-0.54%"
"Aug 10, 2017","24,623.20","24,898.69","24,898.71","24,575.62","24.20M","-1.05%"
"Aug 09, 2017","24,883.86","25,015.58","25,016.06","24,712.45","19.38M","-1.07%"
"Aug 08, 2017","25,152.41","25,100.19","25,181.17","25,012.93","20.22M","0.13%"
"Aug 07, 2017","25,118.91","25,139.11","25,198.54","25,073.73","20.24M","0.06%"
"Aug 04, 2017","25,104.04","24,793.15","25,149.17","24,741.51","20.48M","1.31%"
"Aug 03, 2017","24,778.34","24,775.01","24,834.81","24,693.30","25.69M","-0.08%"
"Aug 02, 2017","24,798.99","24,853.61","24,929.57","24,777.94","20.40M","-0.03%"
"Aug 01, 2017","24,806.15","24,602.09","24,865.42","24,548.73","19.95M","1.02%"
"Jul 31, 2017","24,554.83","24,693.22","24,744.57","24,548.14","19.86M","-0.54%"
"Jul 28, 2017","24,689.17","24,810.06","24,812.23","24,616.56","15.35M","-0.69%"
"Jul 27, 2017","24,860.66","24,895.62","24,990.97","24,807.56","16.16M","-0.27%"
"Jul 26, 2017","24,927.55","24,621.90","24,936.09","24,603.91","20.83M","1.23%"
"Jul 25, 2017","24,623.83","24,567.49","24,709.10","24,565.32","19.70M","0.40%"
"Jul 24, 2017","24,525.94","24,517.42","24,577.71","24,433.99","18.14M","-0.12%"
"Jul 21, 2017","24,556.07","24,812.78","24,874.11","24,483.08","21.78M","-1.21%"
"Jul 20, 2017","24,856.88","25,074.14","25,120.77","24,791.21","21.62M","-0.63%"
"Jul 19, 2017","25,014.08","24,919.05","25,014.08","24,871.44","18.20M","0.56%"
"Jul 18, 2017","24,875.76","25,078.32","25,081.98","24,787.65","22.05M","-1.04%"
"Jul 17, 2017","25,136.22","25,187.22","25,218.98","25,038.38","20.59M","-0.10%"
"Jul 14, 2017","25,162.38","25,074.53","25,162.38","25,035.14","23.30M","0.33%"
"Jul 13, 2017","25,078.55","24,941.89","25,095.00","24,926.11","45.63M","0.52%"
"Jul 12, 2017","24,949.90","24,758.88","24,991.26","24,745.79","23.34M","0.99%"
"Jul 11, 2017","24,705.08","24,780.09","24,902.61","24,673.65","19.63M","-0.18%"
"Jul 10, 2017","24,750.51","24,645.96","24,804.77","24,645.96","15.81M","0.72%"
"Jul 07, 2017","24,573.28","24,551.18","24,575.59","24,473.48","15.83M","0.07%"
"Jul 06, 2017","24,557.08","24,782.04","24,806.46","24,474.65","18.10M","-0.78%"
"Jul 05, 2017","24,750.19","24,638.40","24,764.29","24,570.27","16.58M","0.47%"
"Jul 04, 2017","24,633.84","24,663.71","24,695.44","24,606.75","13.86M","-0.28%"
"Jul 03, 2017","24,702.71","24,521.26","24,724.55","24,521.26","16.95M","1.02%"
"Jun 30, 2017","24,452.30","24,400.48","24,633.27","24,358.01","21.61M","0.09%"
"Jun 29, 2017","24,431.27","24,917.23","24,970.94","24,361.55","24.16M","-1.59%"
"Jun 28, 2017","24,824.96","24,815.15","24,890.42","24,590.85","21.49M","-0.29%"
"Jun 27, 2017","24,898.29","25,196.20","25,199.79","24,886.45","26.05M","-1.44%"
"Jun 26, 2017","25,262.96","25,263.98","25,391.89","25,237.69","15.15M","0.20%"
"Jun 23, 2017","25,211.55","25,259.39","25,286.24","25,124.75","17.37M","-0.28%"
"Jun 22, 2017","25,282.94","25,312.25","25,335.12","25,196.98","17.89M","-0.27%"
"Jun 21, 2017","25,350.87","25,331.17","25,393.68","25,140.39","19.69M","-0.11%"
"Jun 20, 2017","25,379.01","25,578.29","25,681.45","25,371.43","19.06M","-0.60%"
"Jun 19, 2017","25,531.89","25,328.72","25,549.33","25,328.72","17.04M","1.20%"
"Jun 16, 2017","25,229.43","25,099.49","25,240.72","25,097.04","30.63M","0.85%"
"Jun 15, 2017","25,017.94","25,283.86","25,287.67","24,953.60","20.22M","-1.13%"
"Jun 14, 2017","25,305.02","25,325.69","25,482.10","25,305.02","20.00M","0.07%"
"Jun 13, 2017","25,287.24","25,176.80","25,330.76","25,173.14","17.90M","0.55%"
"Jun 12, 2017","25,147.92","25,326.40","25,340.11","25,101.98","18.68M","-1.03%"
"Jun 09, 2017","25,410.57","25,182.27","25,420.76","25,172.08","21.82M","1.00%"
"Jun 08, 2017","25,158.64","25,267.18","25,289.27","25,115.21","24.44M","-0.35%"
"Jun 07, 2017","25,247.09","25,428.51","25,436.17","25,231.59","35.24M","-0.79%"
"Jun 06, 2017","25,448.57","25,655.99","25,659.35","25,425.40","16.86M","-0.96%"
"Jun 02, 2017","25,695.74","25,545.08","25,765.36","25,545.08","18.70M","0.91%"
"Jun 01, 2017","25,464.06","25,170.25","25,476.31","25,170.24","20.06M","1.34%"
"May 31, 2017","25,128.46","25,253.37","25,301.81","25,126.96","33.37M","-0.40%"
"May 30, 2017","25,229.32","25,237.80","25,342.61","25,165.58","16.52M","-0.21%"
"May 29, 2017","25,282.30","25,182.39","25,298.09","25,167.31","9.85M","0.29%"
"May 26, 2017","25,208.33","25,084.18","25,208.41","25,049.57","14.92M","0.38%"
"May 25, 2017","25,112.05","25,149.59","25,209.91","24,957.30","13.50M","0.12%"
"May 24, 2017","25,080.76","25,019.79","25,080.76","24,977.14","19.42M","0.25%"
"May 23, 2017","25,018.09","24,929.91","25,037.08","24,918.59","21.21M","0.20%"
"May 22, 2017","24,968.47","25,104.97","25,129.51","24,933.48","21.65M","-0.23%"
"May 19, 2017","25,025.63","24,686.25","25,064.96","24,673.73","30.47M","1.54%"
"May 18, 2017","24,646.87","24,694.03","24,695.44","24,407.28","26.75M","-0.16%"
"May 17, 2017","24,685.71","25,000.25","25,032.01","24,604.27","26.46M","-1.66%"
"May 16, 2017","25,102.49","25,042.51","25,184.62","25,023.39","21.36M","0.20%"
"May 15, 2017","25,053.61","24,991.29","25,069.85","24,962.44","20.81M","0.43%"
"May 12, 2017","24,946.80","24,948.24","24,999.41","24,877.03","27.34M","0.16%"
"May 11, 2017","24,907.39","25,106.91","25,120.11","24,826.32","23.48M","-0.89%"
"May 10, 2017","25,132.24","25,177.41","25,179.71","25,062.10","23.19M","-0.22%"
"May 09, 2017","25,187.58","25,123.56","25,252.54","25,098.78","20.32M","0.34%"
"May 08, 2017","25,101.37","25,199.83","25,262.26","25,082.26","21.36M","-0.24%"
"May 05, 2017","25,163.01","24,958.20","25,163.07","24,914.11","20.10M","0.54%"
"May 04, 2017","25,027.94","24,784.79","25,027.94","24,742.41","20.99M","1.17%"
"May 03, 2017","24,738.38","24,783.54","24,789.14","24,652.81","19.90M","-0.34%"
"May 02, 2017","24,822.79","24,671.34","24,822.79","24,607.66","19.74M","0.84%"
"Apr 28, 2017","24,615.79","24,669.78","24,694.75","24,578.71","23.78M","-0.22%"
"Apr 27, 2017","24,669.60","24,611.17","24,714.24","24,492.33","19.01M","0.12%"
"Apr 26, 2017","24,639.69","24,595.79","24,664.31","24,541.22","19.36M","0.10%"
"Apr 25, 2017","24,615.75","24,595.61","24,634.42","24,535.86","19.30M","0.09%"
"Apr 24, 2017","24,593.03","24,195.57","24,593.03","24,195.04","28.19M","2.53%"
"Apr 21, 2017","23,985.01","24,067.62","24,080.06","23,960.60","18.96M","-0.21%"
"Apr 20, 2017","24,036.26","23,926.09","24,042.67","23,896.57","20.00M","0.18%"
"Apr 19, 2017","23,992.39","24,041.14","24,054.72","23,941.81","17.92M","-0.19%"
"Apr 18, 2017","24,038.21","24,288.77","24,354.07","24,024.53","20.24M","-0.97%"
"Apr 13, 2017","24,273.36","24,256.89","24,288.58","24,166.64","15.91M","-0.04%"
"Apr 12, 2017","24,282.62","24,212.31","24,341.82","24,211.40","17.91M","0.39%"
"Apr 11, 2017","24,187.55","24,153.34","24,280.23","24,057.67","18.92M","-0.04%"
"Apr 10, 2017","24,197.93","24,212.70","24,258.05","24,167.83","16.92M","-0.02%"
"Apr 07, 2017","24,202.32","24,062.96","24,202.32","24,013.60","16.34M","0.38%"
"Apr 06, 2017","24,110.53","23,965.45","24,124.18","23,911.33","18.74M","0.42%"
"Apr 05, 2017","24,010.40","23,979.18","24,060.75","23,932.90","21.90M","0.17%"
"Apr 04, 2017","23,969.84","23,891.03","23,975.14","23,869.19","23.77M","0.31%"
"Apr 03, 2017","23,896.60","23,937.62","23,982.25","23,885.47","22.14M","-0.03%"
"Mar 31, 2017","23,904.08","23,729.81","23,917.64","23,704.55","26.59M","0.46%"
"Mar 30, 2017","23,795.25","23,664.76","23,798.69","23,655.62","17.89M","0.59%"
"Mar 29, 2017","23,655.58","23,616.26","23,668.95","23,574.09","18.41M","0.32%"
"Mar 28, 2017","23,579.51","23,404.03","23,583.70","23,368.17","20.14M","0.95%"
"Mar 27, 2017","23,357.48","23,451.62","23,451.62","23,218.59","21.19M","-0.79%"
"Mar 24, 2017","23,542.84","23,430.37","23,545.71","23,407.83","16.05M","0.47%"
"Mar 23, 2017","23,433.67","23,194.10","23,434.15","23,135.88","17.57M","1.13%"
"Mar 22, 2017","23,172.16","23,265.69","23,265.69","23,032.66","20.64M","-0.88%"
"Mar 21, 2017","23,377.29","23,661.24","23,683.95","23,356.18","17.95M","-1.00%"
"Mar 20, 2017","23,613.23","23,643.47","23,678.20","23,591.01","14.51M","-0.32%"
"Mar 17, 2017","23,690.10","23,631.04","23,690.10","23,443.05","31.66M","0.11%"
"Mar 16, 2017","23,663.57","23,658.64","23,709.10","23,591.68","25.95M","0.61%"
"Mar 15, 2017","23,519.54","23,443.24","23,535.06","23,431.12","24.29M","0.39%"
"Mar 14, 2017","23,427.38","23,422.36","23,483.49","23,388.08","22.68M","0.03%"
"Mar 13, 2017","23,420.75","23,349.34","23,436.37","23,316.23","18.42M","0.41%"
"Mar 10, 2017","23,325.48","23,336.15","23,419.25","23,312.50","19.63M","0.17%"
"Mar 09, 2017","23,285.12","23,207.24","23,317.09","23,181.27","23.10M","0.22%"
"Mar 08, 2017","23,234.84","23,224.18","23,271.93","23,143.75","19.48M","-0.16%"
"Mar 07, 2017","23,272.72","23,367.57","23,384.29","23,248.66","18.12M","-0.47%"
"Mar 06, 2017","23,381.86","23,358.95","23,424.68","23,312.46","16.25M","-0.24%"
"Mar 03, 2017","23,437.25","23,533.63","23,533.63","23,414.02","20.79M","-0.61%"
"Mar 02, 2017","23,580.30","23,610.24","23,635.37","23,514.52","21.08M","-0.10%"
"Mar 01, 2017","23,603.91","23,413.86","23,623.44","23,394.18","26.10M","1.02%"
"Feb 28, 2017","23,365.52","23,428.86","23,440.08","23,313.43","20.55M","0.01%"
"Feb 27, 2017","23,362.63","23,384.33","23,418.92","23,307.35","14.12M","0.08%"
"Feb 24, 2017","23,345.11","23,556.66","23,559.11","23,208.32","20.18M","-1.05%"
"Feb 23, 2017","23,593.26","23,612.15","23,710.90","23,560.65","19.07M","-0.08%"
"Feb 22, 2017","23,612.89","23,663.51","23,696.44","23,545.28","20.79M","-0.10%"
"Feb 21, 2017","23,636.39","23,451.98","23,636.39","23,439.63","19.37M","0.78%"
"Feb 20, 2017","23,453.99","23,366.35","23,469.98","23,355.25","15.37M","0.66%"
"Feb 17, 2017","23,300.05","23,306.93","23,351.62","23,199.79","17.03M","0.01%"
"Feb 16, 2017","23,297.52","23,280.96","23,333.96","23,205.08","17.44M","-0.09%"
"Feb 15, 2017","23,319.11","23,326.25","23,403.03","23,256.03","17.82M","0.14%"
"Feb 14, 2017","23,285.69","23,258.19","23,328.20","23,180.44","17.64M","0.15%"
"Feb 13, 2017","23,250.38","23,082.63","23,287.77","23,082.63","18.23M","0.95%"
"Feb 10, 2017","23,032.20","22,927.64","23,035.80","22,927.64","16.68M","0.77%"
"Feb 09, 2017","22,856.31","22,749.37","22,865.14","22,694.13","18.58M","0.65%"
"Feb 08, 2017","22,709.31","22,588.45","22,744.56","22,588.45","18.60M","0.61%"
"Feb 07, 2017","22,571.20","22,356.29","22,652.22","22,332.99","19.88M","0.92%"
"Feb 06, 2017","22,365.86","22,630.24","22,647.57","22,365.86","19.90M","-1.23%"
"Feb 03, 2017","22,644.50","22,637.24","22,708.73","22,596.41","18.10M","0.10%"
"Feb 02, 2017","22,621.40","22,588.01","22,709.86","22,555.51","16.18M","0.20%"
"Feb 01, 2017","22,577.31","22,529.74","22,692.45","22,518.97","19.06M","0.50%"
"Jan 31, 2017","22,465.86","22,596.66","22,730.81","22,465.86","22.04M","-0.57%"
"Jan 30, 2017","22,595.42","22,836.59","22,844.83","22,571.33","17.76M","-1.25%"
"Jan 27, 2017","22,881.12","22,856.91","22,903.83","22,822.46","14.77M","0.08%"
"Jan 26, 2017","22,861.96","22,924.48","22,944.28","22,814.21","18.15M","0.07%"
"Jan 25, 2017","22,845.24","22,800.40","22,894.54","22,784.18","20.55M","0.59%"
"Jan 24, 2017","22,711.01","22,595.04","22,711.01","22,590.19","15.34M","0.63%"
"Jan 23, 2017","22,568.48","22,571.43","22,602.54","22,507.74","16.13M","-0.34%"
"Jan 20, 2017","22,645.26","22,590.75","22,675.97","22,553.56","17.87M","0.05%"
"Jan 19, 2017","22,634.84","22,640.27","22,684.62","22,561.57","18.62M","0.02%"
"Jan 18, 2017","22,631.05","22,535.18","22,631.05","22,478.69","17.66M","0.69%"
"Jan 17, 2017","22,476.56","22,513.91","22,518.35","22,314.56","18.38M","-0.23%"
